id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall_score,value_eur,wage_eur,team_position
207707,Marçal,Fernando Marçal de Oliveira,30,2/19/1989,178,74,Brazil,Olympique Lyonnais,77,7000000,54000,SUB
207732,Roger,Roger Martí Salvador,28,1/3/1991,179,74,Spain,Levante UD,77,9000000,28000,SUB
207894,T. Strobl,Tobias Strobl,29,5/12/1990,188,87,Germany,Borussia Mönchengladbach,77,7500000,27000,CDM
208295,R. Saïss,Romain Saïss,29,3/26/1990,190,84,Morocco,Wolverhampton Wanderers,77,7500000,68000,SUB
212067,C. Vargas,Camilo Andrés Vargas Gil,30,3/9/1989,185,80,Colombia,Club Atlas,77,6000000,17000,GK
212183,Nacho,José Ignacio Martínez García,30,3/7/1989,175,76,Spain,Real Valladolid CF,77,7000000,20000,LB
213432,F. Ferreyra,Facundo Ferreyra,28,3/14/1991,186,76,Argentina,RCD Espanyol,77,9000000,32000,RS
215051,L. López,Lisandro López,29,9/1/1989,190,82,Argentina,Boca Juniors,77,7500000,23000,LCB
215071,M. Casco,Milton Casco,31,4/11/1988,170,69,Argentina,River Plate,77,6500000,22000,LB
215079,P. Pérez,Pablo Pérez,33,8/10/1985,175,80,Argentina,Independiente,77,5000000,22000,RCM
216065,M. Sportiello,Marco Sportiello,27,5/10/1992,192,87,Italy,Atalanta,77,6500000,36000,SUB
217196,J. Palomino,José Luis Palomino,29,1/5/1990,188,87,Argentina,Atalanta,77,7500000,47000,RCB
224031,A. Marušić,Adam Marušić,26,10/17/1992,185,85,Montenegro,Lazio,77,9500000,45000,SUB
226378,R. Ábila,Ramón Ábila,29,10/14/1989,177,93,Argentina,Boca Juniors,77,9000000,27000,SUB
229624,Sergi Guardiola,Sergio Guardiola Navarro,28,5/29/1991,184,77,Spain,Real Valladolid CF,77,9000000,24000,RS
230183,Gazzolisco,Gérson Adriano Gutierres Serra,31,2/29/1988,186,73,Brazil,Internacional,77,6500000,26000,LB
230379,Vieirundinho,Danilo Manuel Vieira Espíndola,31,2/29/1988,189,84,Brazil,Santos,77,6500000,34000,RCB
230463,Simão Acunha,Simão Alvin Acunha Bardini,31,2/29/1988,178,71,Brazil,Atlético Mineiro,77,8000000,35000,CAM
230524,Formosandrinho,Estevão Daniel Formoso Serpa,27,2/29/1992,178,72,Brazil,Botafogo,77,9500000,26000,LS
245301,L. Baezo,Leandro Agustín Baezo,31,2/29/1988,188,88,Uruguay,Uruguay,77,0,0,
245311,A. Píriz,Andrés Daniel Píriz,31,2/29/1988,178,71,Uruguay,Uruguay,77,0,0,
245324,S. Luna,Sebastián Bruno Luna,31,2/29/1988,176,75,Uruguay,Uruguay,77,0,0,
245325,V. Castro,Vicente Damián Castro,27,2/29/1992,187,85,Uruguay,Uruguay,77,0,0,
251696,J. Monsario,Jhon Monsario,34,11/15/1984,186,83,Ecuador,Ecuador,77,0,0,
237692,P. Foden,Philip Foden,19,5/28/2000,171,69,England,Manchester City,76,16500000,52000,SUB
236610,M. Kean,Moise Kean,19,2/28/2000,182,79,Italy,Everton,76,14500000,43000,SUB
243812,Rodrygo,Rodrygo Silva de Goes,18,1/9/2001,174,64,Brazil,Real Madrid,76,14000000,47000,RES
243952,A. Lunin,Andriy Lunin,20,2/11/1999,191,80,Ukraine,Real Valladolid CF,76,11000000,10000,SUB
234569,Florentino,Florentino Morris Luís,19,8/19/1999,184,73,Portugal,SL Benfica,76,12000000,6000,SUB
237629,A. Maier,Arne Maier,20,1/8/1999,186,82,Germany,Hertha BSC,76,13000000,20000,SUB
225439,R. Mandragora,Rolando Mandragora,22,6/29/1997,183,76,Italy,Udinese,76,12000000,15000,RCM
226491,K. Tierney,Kieran Tierney,22,6/5/1997,178,78,Scotland,Arsenal,76,11000000,52000,SUB
229582,G. Mancini,Gianluca Mancini,23,4/17/1996,190,77,Italy,Roma,76,11500000,29000,LCB
230899,A. Lookman,Ademola Lookman,21,10/20/1997,174,78,England,RB Leipzig,76,12500000,32000,SUB
232999,T. Adams,Tyler Adams,20,2/14/1999,176,68,United States,RB Leipzig,76,11500000,28000,SUB
233556,R. Orsolini,Riccardo Orsolini,22,1/24/1997,183,73,Italy,Bologna,76,12500000,27000,RAM
236403,E. N'Dicka,Evan N'Dicka,19,8/20/1999,192,80,France,Eintracht Frankfurt,76,11000000,15000,SUB
238744,W. McKennie,Weston McKennie,20,8/28/1998,185,84,United States,FC Schalke 04,76,12500000,21000,CAM
239837,A. Mac Allister,Alexis Mac Allister,20,12/24/1998,176,70,Argentina,Boca Juniors,76,12500000,17000,SUB
241486,J. Koundé,Jules Koundé,20,11/12/1998,180,75,France,Sevilla FC,76,11500000,11000,SUB
243780,Kangin Lee,이강인 Kangin Lee,18,2/19/2001,173,61,Korea Republic,Valencia CF,76,11500000,11000,SUB
222357,B. Embolo,Breel-Donald Embolo,22,2/14/1997,185,86,Switzerland,Borussia Mönchengladbach,76,12000000,25000,SUB
222501,T. Castagne,Timothy Castagne,23,12/5/1995,185,80,Belgium,Atalanta,76,12000000,40000,LM
229862,Edu Expósito,Eduardo Expósito Jaén,22,8/1/1996,179,67,Spain,SD Eibar,76,11500000,20000,SUB
231352,T. Abraham,Tammy Abraham,21,10/2/1997,196,80,England,Chelsea,76,12000000,67000,ST
231447,D. Malen,Donyell Malen,20,1/19/1999,179,78,Netherlands,PSV,76,12000000,15000,ST
233113,Aleñá,Carles Aleñá Castillo,21,1/5/1998,180,73,Spain,FC Barcelona,76,12000000,81000,SUB
233631,A. Ndiaye,Amath Ndiaye,22,7/16/1996,173,63,Senegal,Getafe CF,76,12000000,20000,SUB
234568,Gedson Fernandes,Gedson Carvalho Fernandes,20,1/9/1999,181,71,Portugal,SL Benfica,76,12000000,10000,RES
235029,F. Chalov,Fedor Chalov,21,4/10/1998,180,77,Russia,PFC CSKA Moscow,76,12000000,1000,ST
235173,I. Sangaré,Ibrahim Sangaré,21,12/2/1997,191,77,Ivory Coast,Toulouse Football Club,76,11000000,18000,RCM
244269,F. Benković,Filip Benković,21,7/13/1997,194,91,Croatia,Leicester City,76,11000000,43000,SUB
246172,S. Chukwueze,Samuel Chukwueze,20,5/22/1999,172,70,Nigeria,Villarreal CF,76,12000000,22000,RM
211515,P. Gollini,Pierluigi Gollini,24,3/18/1995,194,90,Italy,Atalanta,76,8500000,28000,GK
219536,I. Pussetto,Ignacio Pussetto,23,12/21/1995,180,74,Argentina,Udinese,76,11500000,17000,LS
222077,M. Locatelli,Manuel Locatelli,21,1/8/1998,186,75,Italy,Sassuolo,76,10500000,30000,LCM
224490,M. Çelik,Mehmet Zeki Çelik,22,2/17/1997,180,78,Turkey,LOSC Lille,76,10000000,27000,RB
227127,Álex Remiro,Alejandro Remiro Gargallo,24,3/24/1995,191,83,Spain,Real Sociedad,76,8500000,16000,SUB
228687,K. Dolberg,Kasper Dolberg,21,10/6/1997,187,83,Denmark,Ajax,76,11500000,16000,SUB
233195,X. Schlager,Xaver Schlager,21,9/28/1997,174,76,Austria,VfL Wolfsburg,76,11500000,30000,RCM
234711,J. Brekalo,Josip Brekalo,21,6/23/1998,175,70,Croatia,VfL Wolfsburg,76,11500000,33000,SUB
234725,I. Doumbia,Idrissa Doumbia,21,4/14/1998,187,82,Ivory Coast,Sporting CP,76,10500000,9000,CDM
234777,Z. Steffen,Zack Steffen,24,4/2/1995,191,86,United States,Fortuna Düsseldorf,76,8500000,18000,GK
235454,M. Sarr,Malang Sarr,20,1/23/1999,182,73,France,OGC Nice,76,10500000,20000,LB
235844,E. Álvarez,Edson Álvarez,21,10/24/1997,185,73,Mexico,Ajax,76,10500000,13000,SUB
236276,A. Danjuma Groeneveld,Arnaut Danjuma Groeneveld,22,1/31/1997,178,80,Netherlands,Bournemouth,76,11500000,49000,SUB
236786,M. Terrier,Martin Terrier,22,3/4/1997,184,73,France,Olympique Lyonnais,76,11500000,53000,SUB
238463,A. Haidara,Amadou Haidara,21,1/31/1998,175,68,Mali,RB Leipzig,76,11500000,32000,SUB
240679,T. Koopmeiners,Teun Koopmeiners,21,2/28/1998,183,77,Netherlands,AZ Alkmaar,76,10500000,8000,LCB
206115,I. Hayden,Isaac Hayden,24,3/22/1995,185,79,England,Newcastle United,76,10000000,29000,CM
211101,Rubén Blanco,Rubén Blanco Veiga,23,7/25/1995,188,70,Spain,RC Celta,76,8000000,14000,GK
211408,K. Linetty,Karol Linetty,24,2/2/1995,176,73,Poland,Sampdoria,76,10500000,28000,RCM
216325,A. Gunn,Angus Gunn,23,1/22/1996,196,77,England,Southampton,76,8000000,29000,GK
220746,A. Živković,Andrija Živković,22,7/11/1996,169,68,Serbia,SL Benfica,76,11000000,12000,RES
225713,J. Augustin,Jean-Kévin Augustin,22,6/16/1997,177,69,France,RB Leipzig,76,11000000,42000,SUB
228295,R. Holding,Rob Holding,23,9/20/1995,189,75,England,Arsenal,76,10000000,52000,SUB
229476,W. Anton,Waldemar Anton,22,7/20/1996,189,75,Germany,Hannover 96,76,10000000,23000,LCB
231102,L. Blas,Ludovic Blas,21,12/31/1997,180,73,France,En Avant de Guingamp,76,11000000,8000,CAM
232097,A. Harit,Amine Harit,22,6/18/1997,180,67,Morocco,FC Schalke 04,76,11000000,25000,SUB
233738,Zubeldia,Igor Zubeldia Elorza,22,3/30/1997,180,79,Spain,Real Sociedad,76,10000000,21000,SUB
234236,P. Schick,Patrik Schick,23,1/24/1996,186,73,Czech Republic,Roma,76,11000000,35000,SUB
237604,A. Franco,Alan Javier Franco,22,10/11/1996,183,77,Argentina,Independiente,76,10000000,16000,RCB
238095,N. Milenković,Nikola Milenković,21,10/12/1997,195,90,Serbia,Fiorentina,76,10000000,30000,RCB
240900,Unai Núñez,Unai Núñez Gestoso,22,1/30/1997,186,81,Spain,Athletic Club de Bilbao,76,10000000,18000,SUB
210828,B. Engels,Björn Engels,24,9/15/1994,194,83,Belgium,Aston Villa,76,9500000,40000,RCB
217877,T. Bongonda,Théo Bongonda Mbul'Ofeko Batombo,23,11/20/1995,176,64,Belgium,KRC Genk,76,10500000,15000,SUB
219793,T. Didillon,Thomas Didillon,23,11/28/1995,189,88,France,RSC Anderlecht,76,8000000,12000,SUB
225263,D. Ćaleta-Car,Duje Ćaleta-Car,22,9/17/1996,192,89,Croatia,Olympique de Marseille,76,9500000,25000,SUB
227222,F. Guilbert,Frédéric Guilbert,24,12/24/1994,178,70,France,Aston Villa,76,9500000,40000,SUB
228414,Matheus Pereira,Matheus Fellipe Costa Pereira,23,5/5/1996,175,74,Brazil,West Bromwich Albion,76,10500000,36000,SUB
229517,Toni Villa,Laureano Antonio Villa Suárez,24,1/7/1995,171,63,Spain,Real Valladolid CF,76,10500000,17000,LM
229882,Eduardo Henrique,Eduardo Henrique da Silva,24,5/17/1995,187,73,Brazil,Sporting CP,76,10500000,12000,SUB
230042,Y. Aït Bennasser,Youssef Aït Bennasser,22,7/7/1996,184,74,Morocco,AS Monaco,76,10500000,30000,RES
232244,S. Ascacíbar,Santiago Lionel Ascacíbar,22,2/25/1997,168,70,Argentina,VfB Stuttgart,76,9500000,21000,RCM
232656,T. Hernández,Theo Bernard François Hernández,21,10/6/1997,184,82,France,Milan,76,9500000,23000,SUB
235410,Y. En-Nesyri,Youssef En-Nesyri,22,6/1/1997,192,78,Morocco,CD Leganés,76,10500000,27000,LS
237297,Y. Osorio,Yordan Hernando Osorio Paredes,25,5/10/1994,189,84,Venezuela,FC Porto,76,9500000,12000,SUB
199652,D. Praet,Dennis Praet,25,5/14/1994,181,78,Belgium,Leicester City,76,10000000,63000,SUB
206003,Y. Mvogo,Yvon Mvogo,25,6/6/1994,190,90,Switzerland,RB Leipzig,76,7500000,30000,SUB
212678,L. Augustinsson,Ludwig Augustinsson,25,4/21/1994,181,72,Sweden,SV Werder Bremen,76,9000000,23000,LB
215798,M. Cornet,Maxwel Cornet,22,9/27/1996,179,69,Ivory Coast,Olympique Lyonnais,76,10500000,53000,SUB
216452,Gonçalo Paciência,Gonçalo Mendes Paciência,24,8/1/1994,184,79,Portugal,Eintracht Frankfurt,76,10500000,31000,SUB
216778,Rúben Semedo,Rúben Afonso Borges Semedo,25,4/4/1994,194,84,Portugal,Olympiacos CFP,76,9000000,1000,RCB
219581,S. Gigot,Samuel Gigot,25,10/12/1993,187,83,France,Spartak Moscow,76,9000000,1000,RCB
220085,L. Waldschmidt,Luca Waldschmidt,23,5/19/1996,181,74,Germany,SC Freiburg,76,10500000,23000,RS
225403,I. Kahveci,İrfan Can Kahveci,23,7/15/1995,176,67,Turkey,Medipol Başakşehir FK,76,10000000,30000,RDM
226637,Rubén Duarte,Rubén Duarte Sánchez,23,10/18/1995,180,75,Spain,Deportivo Alavés,76,9000000,18000,LB
228302,Pedraza,Alfonso Pedraza Sag,23,4/9/1996,184,73,Spain,Real Betis,76,10500000,20000,LB
229034,V. Guzmán,Víctor Alfonso Guzmán Guzmán,24,2/3/1995,175,81,Mexico,Pachuca,76,10000000,19000,LDM
229391,Palhinha,João Maria Lobo Alves Palhinha Gonçalves,23,7/9/1995,190,83,Portugal,SC Braga,76,9500000,12000,SUB
229749,A. Barboza,Alexander Nahuel Barboza Ullúa,24,3/16/1995,192,88,Argentina,Independiente,76,9500000,16000,LCB
236639,Xeka,Miguel Ângelo da Silva Rocha,24,11/10/1994,186,83,Portugal,LOSC Lille,76,9500000,27000,SUB
200429,B. Raman,Benito Raman,24,11/7/1994,172,67,Belgium,FC Schalke 04,76,10000000,25000,LM
205756,S. Denswil,Stefano Denswil,26,5/7/1993,185,81,Netherlands,Bologna,76,9000000,28000,LCB
205855,M. Livaja,Marko Livaja,25,8/26/1993,182,84,Croatia,AEK Athens,76,10000000,1000,SUB
207734,Paulinho,Paulo Henrique Soares dos Santos,24,7/10/1994,169,63,Brazil,Portimonense SC,76,10000000,8000,LCM
208104,Matheus,Matheus Lima Magalhães,26,7/19/1992,190,84,Brazil,SC Braga,76,7000000,11000,GK
210423,A. Rusnák,Albert Rusnák,24,7/7/1994,175,73,Slovakia,Real Salt Lake,76,10000000,8000,CAM
212755,J. Hendrix,Jorrit Hendrix,24,2/6/1995,181,75,Netherlands,PSV,76,9000000,14000,SUB
214989,M. Benítez,Martín Benítez,25,6/17/1994,173,72,Argentina,Independiente,76,10000000,20000,LCM
216437,Wallace,Wallace Fortuna dos Santos,24,10/14/1994,191,85,Brazil,Lazio,76,9000000,33000,SUB
219571,Camarasa,Víctor Camarasa Ferrando,25,5/28/1994,183,76,Spain,Crystal Palace,76,10000000,46000,SUB
221634,L. Acosta,Luciano Federico Acosta,25,5/31/1994,161,61,Argentina,DC United,76,10000000,9000,LM
222994,M. Nakamba,Marvelous Nakamba,25,1/19/1994,176,76,Zimbabwe,Aston Villa,76,9000000,44000,SUB
224218,F. Kamano,François Kamano,23,5/2/1996,175,77,Guinea,FC Girondins de Bordeaux,76,10000000,29000,RF
192012,D. Reyes,Diego Antonio Reyes Rosales,26,9/19/1992,189,74,Mexico,Fenerbahçe SK,76,8500000,51000,RCB
192041,N. Araújo,Néstor Alejandro Araújo Razo,27,8/29/1991,188,87,Mexico,RC Celta,76,8500000,21000,LCB
193314,Aitor,Aitor Fernández,28,5/3/1991,182,78,Spain,Levante UD,76,7000000,18000,GK
200223,A. Maher,Adam Maher,25,7/20/1993,175,76,Netherlands,FC Utrecht,76,9500000,18000,CDM
201155,R. Morrison,Ravel Morrison,26,2/2/1993,175,71,England,Sheffield United,76,9500000,34000,SUB
203362,M. Elyounoussi,Mohamed Elyounoussi,24,8/4/1994,178,70,Norway,Southampton,76,10000000,42000,SUB
204366,J. Locadia,Jürgen Locadia,25,11/7/1993,185,87,Netherlands,Brighton & Hove Albion,76,10000000,46000,SUB
204760,C. Taylor,Charlie Taylor,25,9/18/1993,185,70,England,Burnley,76,8500000,29000,SUB
205469,S. Kverkvelia,Solomon Kverkvelia,27,2/6/1992,196,87,Georgia,Lokomotiv Moscow,76,8500000,1000,SUB
210287,J. Córdoba,Jhon Córdoba,26,5/11/1993,188,85,Colombia,1. FC Köln,76,9500000,29000,RS
211108,Fernandinho,Da Conceição Fernando Henrique,26,3/16/1993,174,70,Brazil,Hebei China Fortune FC,76,9500000,15000,RM
211706,Pere Pons,Pere Pons Riera,26,2/20/1993,177,70,Spain,Deportivo Alavés,76,9500000,23000,SUB
211999,R. Khedira,Rani Khedira,25,1/27/1994,188,84,Germany,FC Augsburg,76,8500000,21000,RDM
212212,D. Kohr,Dominik Kohr,25,1/31/1994,185,81,Germany,Eintracht Frankfurt,76,8500000,28000,LCM
212491,A. Masuaku,Arthur Masuaku,25,11/7/1993,179,70,DR Congo,West Ham United,76,8500000,57000,SUB
212722,D. Yedlin,DeAndre Yedlin,25,7/9/1993,172,75,United States,Newcastle United,76,8500000,32000,RWB
213814,F. Di Francesco,Federico Di Francesco,25,6/14/1994,171,75,Italy,SPAL,76,9500000,16000,SUB
215123,A. Aguerre,Alan Aguerre,28,8/23/1990,181,80,Argentina,Newell's Old Boys,76,7000000,15000,GK
215251,G. Herrera,Guido Herrera,27,2/29/1992,188,84,Argentina,Club Atlético Talleres,76,7000000,13000,GK
216939,A. Blake,Andre Blake,28,11/21/1990,193,79,Jamaica,Philadelphia Union,76,7000000,7000,GK
222715,Otávio,Otávio Henrique Passos Santos,25,5/4/1994,176,73,Brazil,FC Girondins de Bordeaux,76,8500000,26000,LCM
223061,F. Cervi,Franco Cervi,25,5/26/1994,165,62,Argentina,SL Benfica,76,9500000,13000,RES
223138,A. Briançon,Anthony Briançon,24,11/29/1994,185,79,France,Nîmes Olympique,76,8500000,18000,RCB
223697,R. Gosens,Robin Gosens,24,7/5/1994,183,76,Germany,Atalanta,76,10000000,40000,SUB
224869,Bustinza,Unai Bustinza Martínez,27,2/2/1992,175,74,Spain,CD Leganés,76,8500000,26000,RCB
225018,F. Andone,Florin Andone,26,4/11/1993,180,78,Romania,Brighton & Hove Albion,76,9500000,48000,SUB
229148,Dalbert,Dalbert Henrique Chagas Estevão,25,9/8/1993,181,70,Brazil,Inter,76,8500000,45000,LM
232886,Caio,Caio Lucas Fernandes,25,4/19/1994,173,69,Brazil,SL Benfica,76,9500000,13000,SUB
239872,Pablo Santos,Pablo Renan dos Santos,27,3/18/1992,188,83,Brazil,SC Braga,76,8500000,13000,LCB
244470,V. Coufal,Vladimír Coufal,26,8/22/1992,175,75,Czech Republic,SK Slavia Praha,76,8500000,1000,RB
189908,L. Skorupski,Łukasz Skorupski,28,5/5/1991,187,84,Poland,Bologna,76,6500000,24000,GK
190459,A. Hansen,André Hansen,29,12/17/1989,189,87,Norway,Rosenborg BK,76,6500000,6000,GK
190531,E. Mangala,Eliaquim Mangala,28,2/13/1991,187,84,France,Valencia CF,76,8000000,30000,SUB
199576,Oriol Romeu,Oriol Romeu Vidal,27,9/24/1991,183,83,Spain,Southampton,76,8000000,44000,CM
199833,L. Unnerstall,Lars Unnerstall,28,7/20/1990,198,103,Germany,PSV,76,6500000,14000,SUB
206198,D. Heintz,Dominique Heintz,25,8/15/1993,190,89,Germany,SC Freiburg,76,8500000,21000,LCB
208787,A. Thomasson,Adrien Thomasson,25,12/10/1993,177,72,France,RC Strasbourg Alsace,76,9500000,27000,RCM
211093,C. McGregor,Callum McGregor,26,6/14/1993,174,74,Scotland,Celtic,76,8500000,44000,LDM
216158,S. Widmer,Silvan Widmer,26,3/5/1993,183,79,Switzerland,FC Basel 1893,76,8000000,24000,RB
220604,Jaume,Jaume Domenech Sánchez,28,11/5/1990,185,73,Spain,Valencia CF,76,6500000,24000,SUB
183491,M. Jørgensen,Mathias Jørgensen,29,4/23/1990,191,85,Denmark,Fenerbahçe SK,76,7500000,53000,LCB
189324,A. McCarthy,Alex McCarthy,29,12/3/1989,193,79,England,Southampton,76,6000000,38000,SUB
190034,T. Kolodziejczak,Timothée Kolodziejczak,27,10/1/1991,185,75,France,Tigres U.A.N.L.,76,8000000,55000,RES
191628,L. Chichizola,Leandro Chichizola,29,3/27/1990,185,80,Argentina,Getafe CF,76,6000000,18000,SUB
192342,E. Cardona,Edwin Andrés Cardona Bedoya,26,12/8/1992,183,92,Colombia,Pachuca,76,9000000,22000,CAM
194201,P. Jansson,Pontus Jansson,28,2/13/1991,196,86,Sweden,Brentford,76,7500000,40000,CB
195859,D. Ings,Danny Ings,26,7/23/1992,178,73,England,Southampton,76,9000000,53000,RS
198683,M. Gabbiadini,Manolo Gabbiadini,27,11/26/1991,181,75,Italy,Sampdoria,76,9000000,35000,SUB
199417,H. Tekin,Harun Tekin,30,6/17/1989,187,78,Turkey,Fenerbahçe SK,76,6000000,41000,GK
199602,J. Guidetti,John Guidetti,27,4/15/1992,185,80,Sweden,Deportivo Alavés,76,9000000,25000,SUB
200773,A. Wakaso,Alhassan Wakaso,27,1/7/1992,180,76,Ghana,Vitória Guimarães,76,8000000,10000,CDM
201118,Cédric,Cédric Ricardo Alves Soares,27,8/31/1991,172,67,Portugal,Southampton,76,7500000,44000,SUB
202088,F. Klaus,Felix Klaus,26,9/13/1992,180,79,Germany,VfL Wolfsburg,76,9000000,43000,RF
202934,O. Onazi,Ogenyi Eddy Onazi,26,12/25/1992,173,73,Nigeria,Trabzonspor,76,8000000,27000,LCM
203128,T. Monconduit,Thomas Monconduit,28,2/10/1991,184,83,France,Amiens SC,76,7500000,19000,RDM
204713,J. Campbell,Joel Nathaniel Campbell Samuels,27,6/26/1992,178,78,Costa Rica,Club León,76,9000000,32000,CF
205566,Alberto Moreno,Alberto Moreno Pérez,26,7/5/1992,171,65,Spain,Villarreal CF,76,8000000,27000,LB
207554,V. Claesson,Viktor Claesson,27,1/2/1992,183,79,Sweden,Sweden,76,0,0,
209236,Guilherme,Guilherme dos Santos Torres,28,4/5/1991,179,76,Brazil,Olympiacos CFP,76,7500000,1000,RDM
210679,Paulo Oliveira,Paulo André Rodrigues Oliveira,27,1/8/1992,187,82,Portugal,SD Eibar,76,8000000,21000,SUB
211461,Luiz Phellype,Luiz Phellype Luciano Silva,25,9/27/1993,188,83,Brazil,Sporting CP,76,9500000,14000,ST
212213,Ricardo Esgaio,Ricardo Sousa Esgaio,26,5/16/1993,173,68,Portugal,SC Braga,76,8000000,13000,SUB
215531,D. Türüç,Deniz Türüç,26,1/29/1993,177,72,Turkey,Fenerbahçe SK,76,9000000,56000,SUB
224396,Y. Gómez Andrade,Yeimar Pastor Gómez Andrade,27,6/30/1992,187,92,Colombia,Unión de Santa Fe,76,8000000,15000,RCB
232883,G. Shibasaki,柴崎 岳,27,5/28/1992,175,62,Japan,Deportivo de La Coruña,76,9000000,10000,LDM
233029,R. Aliendro,Rodrigo Aliendro,28,2/16/1991,177,68,Argentina,Club Atlético Colón,76,7500000,14000,SUB
47201,S. Proto,Silvio Proto,36,5/23/1983,184,74,Belgium,Lazio,76,1300000,20000,SUB
50542,J. Defoe,Jermain  Defoe,36,10/7/1982,171,65,England,Rangers FC,76,2800000,40000,SUB
53914,P. Jagielka,Phil Jagielka,36,8/17/1982,180,87,England,Sheffield United,76,1600000,22000,SUB
121944,B. Schweinsteiger,Bastian Schweinsteiger,34,8/1/1984,183,79,Germany,Chicago Fire,76,2900000,8000,RCB
124635,M. Topal,Mehmet Topal,33,3/3/1986,187,82,Turkey,Turkey,76,0,0,
125871,H. Kaldırım,Hasan Ali Kaldırım,29,12/9/1989,183,75,Turkey,Fenerbahçe SK,76,6500000,53000,LB
134744,A. Hutchinson,Atiba Hutchinson,36,2/8/1983,187,83,Canada,Beşiktaş JK,76,1700000,36000,SUB
134779,J. Briand,Jimmy Briand,33,8/2/1985,181,84,France,FC Girondins de Bordeaux,76,4800000,33000,ST
135451,Gomes,Heurelho da Silva Gomes,38,2/15/1981,191,95,Brazil,Watford,76,775000,27000,SUB
138699,B. Džemaili,Blerim Džemaili,33,4/12/1986,179,73,Switzerland,Bologna,76,4500000,30000,RDM
139064,L. Ponzio,Leonardo Daniel Ponzio,37,1/29/1982,174,71,Argentina,River Plate,76,1700000,15000,SUB
140620,R. Klavan,Ragnar Klavan,33,10/30/1985,187,85,Estonia,Cagliari,76,3600000,28000,LCB
142966,J. Dátolo,Jesús Alberto Dátolo,35,5/19/1984,177,77,Argentina,Club Atlético Banfield,76,3200000,12000,LCM
143745,A. Turan,Arda Turan,32,1/30/1987,177,76,Turkey,Medipol Başakşehir FK,76,6000000,35000,SUB
144172,S. Kırıntılı,Serkan Kırıntılı,34,2/15/1985,185,78,Turkey,Atiker Konyaspor,76,3400000,14000,GK
144429,O. Wendt,Oscar Wendt,33,10/24/1985,181,82,Sweden,Borussia Mönchengladbach,76,3500000,24000,LB
146758,Soldado,Roberto Soldado Rillo,34,5/27/1985,180,74,Spain,Granada CF,76,4100000,23000,ST
147006,Diego Castro,Diego Castro Giménez,36,7/2/1982,174,71,Spain,Perth Glory,76,2600000,7000,CAM
150418,M. Gómez,Mario Gómez García,33,7/10/1985,189,89,Germany,VfB Stuttgart,76,4800000,29000,RS
152879,M. Noble,Mark Noble,32,5/8/1987,177,76,England,West Ham United,76,6000000,66000,RCM
152912,J. Sand,José Gustavo Sand,38,7/17/1980,185,82,Argentina,Club Atlético Lanús,76,2800000,16000,ST
152996,P. Skjelbred,Per Ciljan Skjelbred,32,6/16/1987,178,73,Norway,Hertha BSC,76,5000000,24000,SUB
152999,R. Palacio,Rodrigo Sebastián Palacio,37,2/5/1982,176,70,Argentina,Bologna,76,2800000,25000,ST
154950,Y. Zhirkov,Yuriy Zhirkov,35,8/20/1983,180,75,Russia,Russia,76,0,0,
155887,M. Bradley,Michael Bradley,31,7/31/1987,188,79,United States,Toronto FC,76,6000000,8000,RDM
155946,R. Snodgrass,Robert Snodgrass,31,9/7/1987,182,82,Scotland,West Ham United,76,7000000,66000,SUB
155984,Markel Bergara,Markel Bergara Larrañaga,33,5/5/1986,181,78,Spain,Getafe CF,76,3700000,21000,SUB
158138,A. Hunt,Aaron Hunt,32,9/4/1986,183,73,Germany,Hamburger SV,76,6000000,16000,LCM
158942,Léo Matos,Leonardo de Matos Cruz,33,4/2/1986,184,81,Brazil,PAOK,76,3500000,1000,RB
162220,S. Bolat,Sinan Bolat,30,9/3/1988,186,83,Turkey,Royal Antwerp FC,76,5000000,10000,GK
162280,A. Mierzejewski,Adrian Mierzejewski,32,11/6/1986,176,73,Poland,Chongqing Dangdai Lifan FC SWM Team,76,6000000,11000,LCM
162329,K. El Ahmadi,Karim El Ahmadi Al Aroos,34,1/27/1985,181,71,Morocco,Al Ittihad,76,3000000,33000,CM
163301,J. Orozco,Jonathan Emmanuel Orozco Domínguez,33,5/12/1986,184,81,Mexico,Santos Laguna,76,4200000,16000,GK
163699,S. Sessègnon,Stéphane Sessègnon,35,6/1/1984,172,72,Benin,Gençlerbirliği SK,76,3400000,14000,CAM
163925,A. Diamanti,Alessandro Diamanti,36,5/2/1983,180,75,Italy,Western United FC,76,2600000,3000,CAM
167514,D. Basta,Dušan Basta,34,8/18/1984,183,72,Serbia,Lazio,76,2700000,38000,RES
167669,F. Higuaín,Federico Fernando Higuaín,34,10/25/1984,173,75,Argentina,Columbus Crew SC,76,3900000,9000,CAM
167959,Marcelo Grohe,Marcelo Grohe,32,1/13/1987,188,81,Brazil,Al Ittihad,76,4700000,27000,RES
168326,S. Bocchetti,Salvatore Bocchetti,32,11/30/1986,186,86,Italy,Hellas Verona,76,4900000,16000,LCB
169181,K. Vermeer,Kenneth Vermeer,33,1/10/1986,181,78,Netherlands,Feyenoord,76,4200000,11000,GK
169706,J. Cork,Jack Cork,30,6/25/1989,184,75,England,Burnley,76,7000000,34000,LCM
169792,J. Rodriguez,Jay Rodriguez,29,7/29/1989,185,84,England,Burnley,76,7500000,38000,SUB
